exp_time,seed,method,batch_size,optimizer,lr,datasets,splitter,client_num,local_updates,test_acc,best_round,fml_alpha,fml_beta,fedmd_public_subset_size,fedmd_digest_epochs,fedhenn_eta,dropout,alpha,off_diag_weight,loss_dual_weight,public_dataset_name,local_eval_whole_test_dataset,individual_best_test_acc_avg
2023-08-03 23:32,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.49635999999999997,23,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,0,fashion_minist,True,0.50744
2023-08-03 23:55,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6956,45,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,cifar100,True,0.6983
2023-08-04 00:28,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.4838,27,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,1,fashion_minist,True,0.51122
2023-08-04 00:50,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6906599999999999,25,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,cifar100,True,0.6929799999999999
2023-08-04 01:14,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.47458,27,0.5,0.5,5000,1,0.001,0.5,1.0,0.0051,10,fashion_minist,True,0.51088
2023-08-04 01:39,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6681,35,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,cifar100,True,0.68702
2023-08-04 02:13,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.4937199999999999,27,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,0,fashion_minist,True,0.51894
2023-08-04 03:14,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.69084,49,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,cifar100,True,0.69708
2023-08-04 03:45,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.48460000000000003,27,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,1,fashion_minist,True,0.5135
2023-08-04 04:33,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6892400000000001,35,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,cifar100,True,0.6943
2023-08-04 04:55,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.48613999999999996,19,0.5,0.5,5000,1,0.001,0.5,1.0,0.00032,10,fashion_minist,True,0.5059400000000001
2023-08-04 06:02,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.32023999999999997,84,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,cifar100,True,0.33455999999999997
2023-08-04 06:55,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.26876,69,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,fashion_minist,True,0.2862
2023-08-04 08:23,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.35008,150,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,cifar100,True,0.3689
2023-08-04 09:30,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.28853999999999996,63,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,fashion_minist,True,0.31268
2023-08-04 10:58,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.45148,180,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,cifar100,True,0.47831999999999997
2023-08-04 12:01,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.3447,74,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,fashion_minist,True,0.38182000000000005
2023-08-04 12:45,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.3247,47,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,cifar100,True,0.33758000000000005
2023-08-04 13:36,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.27398,69,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,fashion_minist,True,0.29582
2023-08-04 14:46,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.35700000000000004,137,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,cifar100,True,0.37276
2023-08-04 16:14,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.3048,30,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,fashion_minist,True,0.33158
2023-08-04 17:42,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.45704,176,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,cifar100,True,0.4781000000000001
2023-08-04 18:49,0,fccl,256,Adam,0.01,CIFAR10@torchvision,lda,5,1,0.34274000000000004,114,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,fashion_minist,True,0.37668000000000007
2023-08-04 19:12,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.36612,9,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,cifar100,True,0.38681999999999994
2023-08-04 19:38,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.29607999999999995,3,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,fashion_minist,True,0.31236
2023-08-04 20:01,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.5776399999999999,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,cifar100,True,0.5848200000000001
2023-08-04 20:25,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.38456,10,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,fashion_minist,True,0.40286
2023-08-04 20:48,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.64894,15,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,cifar100,True,0.65402
2023-08-04 21:11,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.45358,8,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,fashion_minist,True,0.47295999999999994
2023-08-04 21:36,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.3782,7,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,cifar100,True,0.38483999999999996
2023-08-04 22:30,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.31222,27,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,fashion_minist,True,0.32812
2023-08-04 22:53,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.58116,24,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,cifar100,True,0.58716
2023-08-04 23:17,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.42322000000000004,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,fashion_minist,True,0.42336
2023-08-04 23:40,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.63376,15,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,cifar100,True,0.64948
2023-08-05 00:03,0,fccl,256,Adam,0.001,CIFAR10@torchvision,lda,5,1,0.45908000000000004,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,fashion_minist,True,0.45938000000000007
2023-08-05 00:26,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.59466,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,cifar100,True,0.59466
2023-08-05 00:49,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.4349,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,0,fashion_minist,True,0.4349
2023-08-05 01:12,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6761800000000001,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,cifar100,True,0.6761800000000001
2023-08-05 01:35,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.47022,2,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,1,fashion_minist,True,0.48441999999999996
2023-08-05 01:59,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.6853,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,cifar100,True,0.68754
2023-08-05 02:23,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.48154,2,0.5,0.5,5000,1,0.001,0.5,0.1,0.0051,10,fashion_minist,True,0.49993999999999994
2023-08-05 02:46,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.56472,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,cifar100,True,0.56472
2023-08-05 03:09,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.4652,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,0,fashion_minist,True,0.4652
2023-08-05 03:32,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.63788,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,cifar100,True,0.63996
2023-08-05 03:55,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.48095999999999994,0,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,1,fashion_minist,True,0.48095999999999994
2023-08-05 04:18,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.64398,5,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,cifar100,True,0.65442
2023-08-05 04:41,0,fccl,256,Adam,0.0001,CIFAR10@torchvision,lda,5,1,0.48838,24,0.5,0.5,5000,1,0.001,0.5,0.1,0.00032,10,fashion_minist,True,0.49101999999999996
